United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
26624530,50430150,7520143,3214627,22700684,2546185,9530964,1099037,2225107,7376886,5276225,748259,5995904,798948,36342485,332587,1124036,10708896,8562456,745497,1342983,0,367557,939355,550328,1749121,8648721,161002,2646264,274629,272193,294517,1162943,99562,340149,136656,85129,228696,141169,130026,139171,1082281,161230,62232,37944,63102,11169,77148,50420,383390,74405,25184,97389,26314,229081,32387,44099,35854,28550,106911
6917707,4229255,45234082,4089836,1503609,5876263,1014707,11197394,1142097,2333821,612767,2441628,784125,2460037,1043023,7624960,1439448,259465,881619,2913968,2459700,459443,0,4231343,1602859,1417299,291984,5414055,188188,774821,219230,1630036,602788,2539155,613832,408077,263340,624551,182131,736720,120285,102150,99002,2090614,882148,182515,171926,222172,955167,22834,109444,127071,19742,15969,19965,13313,94108,33095,12773,8117
2533173,1727987,39246108,6183515,536359,6640401,328789,5938294,309778,6023728,432023,3109746,622179,2929139,125992,2049478,1327672,128451,258892,6441555,2904573,82406,5547153,0,1789197,472415,72646,2831555,115459,950854,255346,6643403,493919,1475289,767030,477652,268093,801516,32535,315861,22322,37007,43922,633284,481521,317084,332397,166811,383045,5668,92727,139051,1389,823,7642,3872,140824,2521,9381,4260
10791023,5907905,17526309,10563840,2070161,7474162,1414899,4589735,2034693,7001850,939208,7325070,1469486,3063966,1229550,1365627,1922793,615486,2089783,3263199,2849091,636810,1652591,1168205,0,1721235,725601,793677,128057,11008641,452015,344412,1405957,352245,10806931,766349,552410,6907392,481414,500675,151040,198735,266349,178428,133071,175426,762775,207884,171010,49633,194511,106869,42199,41268,70011,17268,1120566,38064,28783,61263
25009190,38099447,12461722,6464489,9817179,4884501,4712085,4384220,3197836,5829638,4327470,2877009,3220988,3898170,1292227,816203,1347525,1805593,787969,796967,4067239,1212409,667449,255893,514584,0,1717474,108793,207803,469650,220613,92920,1368830,407829,1050513,1384700,258903,849853,4660224,385402,2369637,69079,2182769,122967,101432,157276,34074,225405,155929,57827,259034,21066,355434,232907,124411,853815,39814,294577,1578114,41536
17394393,20795189,4767312,2327396,28282989,2010040,13985848,2724266,1227679,2498754,1232258,1278476,9695329,2487561,16843751,156054,1476659,5675791,5095603,607706,1045547,9151197,237148,323399,186240,1517312,0,74563,2469353,220350,88801,185291,671151,104862,144464,83493,106128,129914,220978,160727,122927,460867,121228,130213,23269,47163,14940,23501,41999,209111,71570,20544,23365,15891,87279,38739,24057,15192,28440,112470
2545327,2197692,22125860,6024898,817794,4233195,400895,4763142,334983,2855193,404804,1459179,328032,2387647,954231,890745,1382213,119047,424516,3056782,3141425,116762,4149819,2733596,990681,230205,146916,0,25821,587986,267650,2758178,557136,5382663,347777,368687,268639,334658,29659,314416,16693,39793,12025,757449,791459,150705,187116,127716,559645,10405,69770,115301,2328,155,3641,1193,92005,1131,3077,1305
8300339,16220255,2954087,1066125,7935804,690777,3488104,431103,863476,1028729,1545486,238207,394450,236035,9196044,121950,107400,2375392,466226,151684,304047,3520390,173402,177040,142984,330027,706243,313642,0,58128,39545,32637,156741,18539,36311,21608,87449,55097,34339,54903,12456,93153,12095,10366,21223,7985,2382,8496,7579,7409,9155,5219,4141,1990,4823,4521,8464,4957,2545,2872
6145915,2645588,14700253,6376924,2264103,3523656,574507,2808040,1829819,3612195,528237,1484174,440918,2221766,443494,937409,678757,229372,980369,2115343,1702732,163453,601477,772179,12308794,544122,168387,649208,105425,0,1032442,271639,243389,269795,4801039,412025,200440,1635183,133421,662216,67863,244944,60681,77772,126673,94513,398412,71907,137080,27161,35245,52607,82566,8678,20212,13058,181310,22073,61246,32586
33974844,3412622,18590819,20366238,4302527,7745398,631219,4153155,1442991,5295088,831872,19809699,240243,4340925,888805,5629153,873961,255306,2155159,1092021,998366,1099922,804727,1051929,1943269,570698,101981,457478,321050,973867,0,183974,697666,322511,797945,706447,519423,509178,74004,555805,104147,157742,29273,94618,71235,28290,41777,82637,96808,12661,40527,84314,19292,6274,30537,13576,56797,30384,11125,16770
1097167,1790562,12341386,2565482,129678,3840991,99526,3382625,192657,1651895,101581,955326,73138,2104894,51937,491119,926722,33045,147203,3599348,2492253,17415,3484649,6505286,1122427,155600,9118,3623959,1231,338610,68868,0,97862,959125,392657,143375,82271,278109,19126,166914,13415,6536,7514,371300,275706,117122,138537,53070,172125,2113,40180,76666,715,242,783,979,39619,2492,3466,10
8359458,14896422,6756647,9573546,7266028,1385978,2271933,2575869,695259,1651954,384527,2126115,6912186,1226593,447656,732196,889635,523204,1063446,241061,473347,800016,697591,274670,409967,753433,516588,32468,58379,70652,114836,23278,0,20836,463574,186441,101557,272807,89435,101918,35511,102293,58857,20783,14611,8311,5364,16399,22558,17926,17897,28274,6853,3038,58625,10387,24729,1342,97276,771716
1056588,755267,8859556,1948460,297190,3972780,240201,6185151,211913,1248523,89069,719876,202148,1381687,62145,295272,3449195,34666,47464,1225173,1345406,23666,1247508,708162,307133,123181,13015,2281440,47299,125474,141310,461853,132655,0,476953,169291,146107,134212,19945,681258,8278,4179,8734,252068,1768908,45677,41997,122366,158418,5318,88826,17330,4834,10481,17353,20250,24065,1093,898,909
7195094,3230463,22662618,29761153,1942214,6490585,3673173,2072822,2763844,11176635,252532,4623446,946525,2411885,1304988,276447,828588,292171,384474,2671431,1416247,198931,769425,1036758,12970540,700551,298082,29466,85686,3278967,1712124,62337,116550,116835,0,701271,105820,1573398,78062,264063,27328,25766,12487,38788,11083,93369,79278,85627,55778,5210,25380,35251,40527,70909,2787,7111,237768,8247,2914,16140
2225065,754426,5503528,2685316,270415,5579444,79698,1836667,302379,1908857,461368,1438628,75794,11318607,80203,484027,503658,34825,129722,442571,348189,14914,529439,401454,509865,580576,16961,148142,4455,366739,131320,117759,121404,251060,257072,0,94953,402430,68391,155450,29161,14772,26594,45628,74118,11722,18010,9945,31047,62611,182795,75489,9400,2174,11324,10528,15902,13134,9998,1199
21231630,2607391,2255186,2456920,830769,1236613,769136,1310636,977527,2091944,510169,2511570,2038064,1131025,648691,365568,1359639,382156,575156,322327,773457,0,229698,248208,135845,1012547,9825,112656,225016,102516,94519,46066,326778,207667,108120,111412,0,114690,94107,233460,268429,56791,44260,157999,124529,67041,9776,96225,33285,45355,0,6734,23226,27583,17644,44371,17604,152395,11050,17251
4046474,4019477,7978704,3435350,1569342,2923493,1003787,1920661,1043767,4210898,373583,2205931,1392681,1409602,368885,811746,1115496,308321,715995,1764885,4583709,222887,587926,450267,7814223,826805,358727,433921,145218,1369586,251643,162071,413093,232523,1972505,201400,359092,0,246330,372506,147159,109233,98003,90214,125837,132279,414466,207617,106692,19936,97958,25102,13694,17459,4237,33526,1520953,6630,27863,40848
7688180,17935193,2138998,866196,7746331,1458743,4221395,2535514,1818589,1076402,1952329,1011625,1566844,1482797,159110,54454,311709,304764,888081,143789,329898,230500,158917,46952,325473,4181964,309055,14137,179057,134069,73421,7282,79274,2123,103586,106828,53747,262677,0,325468,736503,30566,1050495,21887,221098,11562,7502,6043,10701,15481,3352,3737,62568,93925,810,564254,11080,218986,117150,1408
844931,390396,2592119,1055863,62326,810628,81642,2490168,138310,522764,110785,335686,89528,713119,151976,214199,1541600,37091,151847,303889,421159,17216,182176,175013,197388,67814,66875,106754,2561,184419,38677,122492,29974,826619,42969,143737,199362,182253,6416,0,1654,15944,7284,105443,1511394,19068,17184,16772,98438,476,107299,7813,1483,1397,6847,903,8623,413,2472,492
16229639,2103363,1238477,1052810,540363,536570,432139,692737,696676,1040812,795342,761916,765600,630240,154304,132739,296766,44663,40043,175732,132528,54727,25590,32383,46636,1079111,31194,5435,9273,24598,8628,8803,48080,12656,76304,133081,8341,89511,1557090,33442,0,10671,1327367,8097,324,17661,283,3214,76454,16714,771,621,578850,393961,1103,2022329,2428,499152,10065,1013
2936739,3763103,714964,1287225,2711174,478171,1175876,267074,434570,365745,373766,409497,651371,173607,575668,88447,48030,510547,6887974,16754,150915,613039,62878,18536,53971,45179,726919,11580,426749,165629,58511,1391,151178,2271,36847,24303,16167,36436,42611,43297,6561,0,56494,1429,4203,15061,4350,1416,2808,71246,5011,2412,19136,15561,4315,2571,3114,2899,4906,3811
5507906,6368186,1716591,343544,2182218,383549,1038932,960321,3543454,357369,337136,549266,211605,1356191,11566,41820,78575,105618,154178,33943,62154,11662,43106,15779,331772,907721,31457,830,65739,108232,12824,42544,29411,5359,219337,33893,9434,361148,1374996,3231,786249,18627,0,2569,295160,3562,1381,3090,1796,320,1039,869,93515,67440,52,1035594,2761,35373,18038,676
481734,176570,5035129,555546,45216,1828829,96724,2868029,92900,382043,80232,208227,110927,291038,36066,247109,291314,29800,46553,682587,1025918,14397,1664337,531399,199149,61482,21943,855527,4587,235081,17256,247390,36554,412534,96826,53241,196066,97329,6733,191272,6097,4627,3716,0,200496,71416,74972,64369,1172909,2846,15961,21695,844,0,4451,2389,25384,1295,1477,256
273615,322999,2302466,350294,59193,856935,117024,2144143,64701,258729,36589,1002244,51722,473842,184254,101788,1702534,27497,40256,333179,539886,11588,426570,176072,89676,40472,37969,201947,13572,68926,14394,98677,17049,1900085,46198,57074,60615,46435,28975,1510855,9193,3391,5102,158996,0,40434,51306,84473,94275,4439,49255,4455,850,807,55638,1222,7165,1364,4135,3200
181893,476097,605951,50080,6682,106945,30093,97369,53641,73820,22457,103087,196755,38709,49298,12760,154633,56048,4368,836403,9953648,43920,41198,107676,102842,674600,127007,64973,6239,59898,2097,66618,7229,89530,141932,716,5916,67784,2255,1259,12129,4567,433,13413,20026,0,396790,251124,43478,1175,3741,3301,8,1397,6609,55,204789,2,0,7
665087,42148,1955115,856725,28742,790429,19854,371781,390199,1102075,44256,323038,125639,253863,101618,51262,119165,5420,20422,1021779,956102,16466,83429,118532,787436,60435,19414,66725,4826,527059,56178,24242,9723,45541,528723,35411,22052,300292,3057,33959,54995,1604,642,8913,38088,247794,0,109223,16617,1482,6183,1203,1175,4684,1126,25154,789924,239,8382,13945
1934960,11108591,5086546,253012,602116,4246123,333934,3138205,2219032,1227293,2821,24407,157500,440635,346,1075571,1392528,29418,14137,425454,4449351,756,1157248,422216,41043,39124,26512,90254,4,74707,159,25735,4853,1799669,9563,848100,386,241174,989,1412155,2735,3128,25,23326,9548,405811,68368,0,3306,0,18442,353,12,0,0,14,157042,1,534,0
353279,50890,952780,147521,55939,147299,19352,1996390,63913,120910,16079,61287,43194,77738,11225,87713,211348,1906,28390,109454,316313,1620,691823,114799,57441,23541,7771,319934,8688,32012,18486,87198,8168,73143,31802,7382,7073,19881,2902,79287,1272,976,12178,1047104,46664,25805,6427,15858,0,706,10195,3284,52,24,33,134,4324,285,78,4414
1832262,102275,536261,1379283,219974,246878,56565,479736,124041,118575,95147,408457,518122,104532,87256,77359,155567,82922,114016,64827,308520,76685,50980,39762,54308,23728,78180,3914,4289,23404,63921,31893,22918,3068,29983,4370,32039,19041,28873,7712,7547,28186,8273,8436,2226,11084,3744,8023,7945,0,3937,1787,327,1408,291,6009,5748,705,1533,2498
417803,124900,1830646,977370,116173,4681754,34885,3089481,49262,459795,22600,530229,302935,832722,5717,39932,280720,6626,15227,160567,89619,15487,110901,59024,27649,124345,15432,5192,636,28844,27698,135975,8461,63939,40037,147961,2007,11580,1704,15448,5788,12576,6032,21825,20407,1300,235,2916,26152,33,0,7054,1453,291,8999,27600,1878,352,16885,242
473419,257868,3944901,885644,51810,1983275,41820,1398622,92689,858860,82695,2761377,37334,594411,32472,248470,114342,7260,26374,242170,119528,12762,246154,215012,354756,302417,6060,105021,2270,139061,36065,58797,37033,62527,83951,71617,184978,78442,13458,208965,6233,4867,5068,72113,17456,7725,13277,10087,12361,17990,4217,0,68,554,467,3417,7175,624,427,2447
3771603,130741,148917,186757,71142,89284,55310,50747,139607,179074,125712,233808,15367,178195,19569,10246,9958,15110,20680,8104,12259,3669,21510,13417,5929,14823,932,133,6344,998,8782,2498,6533,180,11104,1834,1514,2774,19564,2274,21322,2153,21479,1162,480,867,30,262,878,380,321,721,0,39492,0,91413,3691,27200,9971,150
3747797,36059,109437,62638,181680,32173,129684,79521,314137,92195,488379,35454,39201,80457,23327,29029,11908,3258,6443,8305,41870,5732,5968,1684,7412,16417,202,13,26513,1507,2205,141,11927,2850,22043,3439,2141,21691,105991,276,52244,2400,76484,274,0,6017,13,87,886,15390,15,78,135129,0,43,65017,360,324038,2041,7
134563,273970,214609,37994,45134,55091,11722,60029,14662,53930,2293,148783,28588,7683,2020,23927,40934,2412,11008,2779,11850,1256,4493,4974,29809,37,5088,464,5,1582,463,2871,5975,1717,13540,1466,46188,11928,41,18014,3,2623,275,570,884,302,193,46,1523,201,866,9,2,181,0,0,854,2,0,77
7834763,507159,519883,107652,291484,309036,12254,470911,208397,246991,104986,409606,166544,484167,10832,91258,79051,3895,18379,162516,903980,191087,42698,27897,12652,56885,2494,1069,489,18179,2231,8761,4972,27658,33007,29018,4061,27568,799626,58719,834936,22804,1423353,28751,8996,26550,2007,32273,35210,3359,3659,2336,41143,178339,1124,0,2178,16707,36792,3
721582,181908,583376,241439,63697,191127,49275,114392,38121,324535,34628,149493,42052,52421,313005,85059,146192,25626,41249,165863,555092,2805,48018,59025,1681928,27915,2814,16640,410,238048,4415,17726,7940,14110,422923,15462,5975,1663751,1438,6431,1191,1512,814,6497,4930,70127,667895,21815,9231,5010,1675,1719,424,47158,25,665,0,557,5042,2869
8933644,3106845,475840,329538,344774,194561,140460,154759,423567,3046657,1901960,466188,102320,106916,555325,59687,60506,50472,104511,55909,100847,1286268,123155,95792,42897,388480,8955,1131,3788,2849,74830,13072,28711,2543,37994,71285,3755,22671,30987,6671,52418,6317,25282,6327,698,31782,50,2947,6254,5,2933,4268,221728,427686,191,25975,4742,0,3045,257
248574,1151841,574958,207346,82948,68584,32359,158070,50376,207436,233189,33032,17363,210143,32520,61987,171664,38606,14061,21707,329652,26230,13270,20850,22115,1574157,7933,237,55302,12543,8214,814,43583,3505,54842,108504,57794,20942,150336,1088,59080,782,87865,1069,5545,1696,1020,718,3760,223,51369,365,28605,57027,242,56296,2054,17891,0,7
44055,406945,106875,45650,154986,35103,70475,49179,2917,110975,4472,48704,283101,46097,7723,22185,14332,30829,6019,14530,41185,7917,3905,3424,2212,272,36620,390,33,5484,607,108,63019,5512,2830,15112,2382,5553,822,13490,334,1819,2,225,94,639,2959,1614,158,1510,29,93,10,23,1079,26,1524,2,0,0
0,123124010,68947713,61939375,76266742,40857268,44814718,18111526,223172493,32157002,174878466,26755547,22573883,14695914,39508657,10341493,16042073,13472810,26797969,4762338,12881410,18106865,5175835,2944141,5387257,34241471,10834043,1948962,6949948,2700553,8210464,732508,7981917,892880,4886772,1589763,8707597,1891247,15044584,1148389,13663338,3719845,7429788,979357,276524,548437,369559,1716082,523779,287989,881778,1339551,7555163,6510430,488878,5138353,327205,8321503,1108867,302140
417340262,0,112184062,66039714,183882190,57431106,86430974,41131342,48653536,42497105,52247992,20510554,55483025,25932836,37995260,7119261,21693336,30581153,43447910,18116250,48038378,24710273,8899480,18905321,6845033,32790635,26212186,6079151,6504583,6720218,3574478,4643541,14194866,3524775,8290989,2124873,5450510,3035973,12581859,3467939,8176440,5787157,6364755,1601294,945233,2166471,628315,5021098,1604812,2134758,1456126,399687,1787174,1144083,1718111,3326991,1419981,1528463,1438752,1056321
100675925,92726220,0,87752114,23310708,121591317,16962474,86732502,12921002,83843130,12862639,69067362,14901182,42764108,10409081,67154718,22985567,5389765,10952152,46426276,37436682,7176250,69627491,38938450,32328558,15213700,3393814,24178676,1502238,19732362,5151942,12803648,10661555,13049295,10880855,10173847,4566236,11446774,3154680,6748788,2215150,1522073,1126113,5051716,3569440,2553007,3042367,2082011,2858433,358168,1768450,6235285,287318,254813,189573,650255,1743711,421327,257840,182514
52149820,14556661,62369834,0,7266676,30648576,3816534,15184398,10435665,32335913,2141900,27704184,7453929,14675997,6047307,7178298,5840380,1947952,6939311,5385276,7162775,2005950,2808056,2871823,10449614,3376293,1173934,2072420,307427,5997543,23200029,937050,4083301,1773290,5075300,2740296,2777683,2545474,1357758,1821187,446488,966330,269978,477085,505754,355833,489429,526008,335809,314338,319775,508142,129307,51793,109834,188313,655339,206427,125238,291315
132558803,194567856,34802781,19936132,0,13276347,68319877,5868619,13193768,13646285,16493499,9105866,11218263,4449849,26230745,4675767,4263730,42162112,18577829,3676762,15012611,21346068,2712339,3109600,2247154,7872473,19436612,1588346,7016762,524031,1106266,1157582,4731017,361189,1974496,478388,2402225,490192,2929529,447158,1437709,2193786,1314477,274282,95272,245486,56142,645050,235221,1025097,293491,408154,214103,303879,443385,900948,380701,688732,96012,493208
40804611,22078793,92181815,39439263,11853276,0,6319790,46518100,5605036,23091455,3364571,49422497,3898179,39334045,8490571,17937075,9229558,2185810,3867854,8725388,9825079,3475161,5232255,4911601,7983845,5475077,2007449,3693345,766222,3132984,2772814,2606109,2760265,4403627,2950816,5581717,1625612,2482158,1178451,3292171,1819195,696599,302804,1393415,1055663,428942,737439,687703,672197,228771,4380868,3267064,177525,52393,142933,230428,346684,90329,186746,163600
58605754,162716843,13470259,4755952,39811377,5036184,0,4530991,6674642,2695477,13663756,2212957,12362469,2373954,21738210,556280,6298483,9198617,7352557,4634715,11575682,7530378,815180,2689143,1291244,10097365,12999750,2098678,4640494,388031,533319,4925148,2262851,656408,2408295,388095,1603920,606907,2725570,1459536,1233977,1119077,1497252,383936,166699,188946,40773,622485,168319,386907,241770,61830,140405,368997,134864,946701,100896,218501,204132,97540
35093651,17578760,67063890,24166284,8683257,52326917,4374022,0,5157086,10803150,4983154,13468509,5203652,23789014,3561574,21666417,13452359,2097517,5180805,11141224,13296465,1649095,11894123,5938001,5181552,6229108,1222854,4564764,316074,3327297,1077398,2606297,2697244,8710893,2351870,4488288,3055846,2079421,1145525,5974232,794190,637511,588394,5167753,2321041,959695,1045725,1145042,3733524,300639,3790307,610886,213403,107959,386660,331649,446464,166877,148375,140496
317921220,22167123,7111620,20140131,12955022,4212112,6611056,2294310,0,2727509,9645449,2635066,2297102,1520030,1171193,611678,1311540,1064395,1823137,311497,1683607,915256,481347,192201,461751,3556415,2015826,738535,417370,409072,356249,82407,835181,163228,3722629,306732,412454,716170,910574,103529,959745,494532,586151,50050,43617,42207,34662,174265,33126,330205,110040,68062,180451,100372,17013,313757,117333,177844,37704,59237
24949969,8660907,114117816,46667070,5716918,30965845,4425442,29233314,2590129,0,3061136,91279405,2193301,14611029,6972118,9057906,4004955,1135190,1570508,7789943,5921156,1180497,5090583,4958254,10921233,2267290,808498,4230520,336364,6832060,3384921,827389,1435233,2446178,3768256,4005251,2757792,6404054,281628,3546655,311055,261899,120707,626891,825145,398046,1558254,291479,439379,82065,265663,1018342,125414,96640,81774,196776,460587,148446,125417,282858
265113824,9377587,6052116,2820902,3979360,1570671,2315690,1379312,24813963,1991081,0,1954738,2168579,5204352,1801034,620449,699394,605065,1835687,355074,837381,287278,327811,407902,109782,5130947,412670,404719,46520,158650,344262,81874,611198,222563,176814,321802,179194,101782,2522006,64347,6059027,172696,1387956,42240,6323,15535,7224,64551,29691,2921,52292,18771,1084943,1859015,1562,1070892,15244,1220645,243780,1251
17804275,10130949,53338583,31013859,3358648,54720317,1450330,20245834,1684206,49988064,877674,0,10349754,8936054,1244620,6426319,3959279,1076850,1706000,4625565,4121075,697391,2865637,2717654,6824893,1851377,593637,2131233,351394,3057021,1621810,748864,1263355,1579423,1659402,2095316,4465051,2426320,357911,2232594,223386,208570,229906,461203,552660,299812,986258,178116,273142,405743,425838,6475385,74645,159944,52568,116210,274091,93058,31872,179114
37455489,23372279,10594423,10805061,6822962,6624751,7893573,6640843,2560391,4995016,2384913,7463690,0,3905611,14141217,1471544,6498651,3012594,2297365,1349359,2760554,3327841,776664,647135,1006073,6081030,4322003,352961,700310,923108,517445,296992,4014773,544053,545772,650574,2154473,800385,509362,841699,975629,303545,589363,326243,85169,172620,45746,243144,186066,4349226,350878,41738,114901,162118,749328,258310,85469,134611,115732,1564950
11461146,7551576,31337619,18889339,3391419,42533044,1161697,25167153,1766055,8966820,3843218,9074019,1711532,0,806191,5871367,6196466,571637,1859998,4071470,4294420,395722,2809871,2493675,2294057,3299018,379558,1190092,212771,1393451,928262,844354,1378622,1740795,1769506,26674916,1183413,943660,1096007,1941061,613706,208692,562500,750682,1630155,231400,331135,149546,358095,29736,1132508,259698,422711,171937,91652,322080,150223,183066,154647,34724
19367940,28139649,6746744,4790347,8677248,5502622,8966595,394759,1571769,3664880,1184929,4027775,8155302,584361,0,751408,354254,7787266,14596109,435628,384256,23995387,197444,913219,246673,826853,25964666,854222,5143942,124975,430720,73187,1128015,31713,526114,32827,794534,110838,71890,25717,111793,1701474,50827,23865,20956,12506,9950,46547,18023,1538834,20914,6287,19100,84685,7585,133054,12205,32340,13829,128528
24815128,27287232,52473453,12967878,7846583,16433322,2563766,15697769,3196281,2619206,1568667,5325938,31367450,4041319,4279877,0,5021487,8887065,3065674,1675344,2966267,1476040,10055575,1626478,1437637,2847801,624061,777838,291797,886449,1059786,440923,1396174,574749,1037749,509990,3970018,610605,322733,847730,462398,282788,152041,483937,251613,272514,102690,146350,398737,679086,258244,479736,51900,42427,26434,140650,202813,117234,43770,1102192
5464067,3123228,16373158,9284221,516411,8252606,804624,8317152,1134047,2783162,324973,4405640,886632,4685360,1033767,872914,0,189168,478755,2324135,6352530,177148,1450905,1299303,1297070,917282,554975,497079,96638,907543,408635,510492,565456,2645752,691560,451527,2171186,382538,167556,1609435,124307,88109,344669,375683,1544664,315291,140306,729289,340440,55503,850172,65056,33903,22630,359724,60656,135503,15507,38470,126620
25751271,39039796,5804160,4581185,24528974,3133152,5413360,1967549,2702607,3570153,3088837,1604720,5055564,1567853,11355508,1041226,1592303,0,8710152,1017617,1937490,11276640,591615,1379214,643460,2399317,10405115,284688,3641303,747832,350963,223461,2263893,165008,419763,156646,576785,193412,649436,173341,417924,1037773,443697,56551,21492,89481,21427,97593,60231,491053,150088,24421,65265,108131,131521,256465,99599,87811,36771,60780
10364476,82667477,3820133,8121215,56688393,1581038,26316083,1552360,1785187,1271474,984190,1909054,13416619,1178131,3744250,549247,747042,7945151,0,178395,1009573,4185570,111378,154166,492503,1958361,5177069,18179,1144693,257417,148388,40067,1589845,13115,101682,20322,152284,370874,522918,35810,53686,5765567,111192,14585,9730,4051,3348,47734,8011,273486,8312,5650,13357,19406,19397,14926,19808,22123,14172,145018
4530245,2047976,45076387,11820113,801452,10807093,376173,10457002,1454277,7029560,528879,4428553,572802,4296257,215751,1548676,3496189,192640,394996,0,6644349,137261,3386636,10001664,5002184,466337,100844,4696970,21178,2950929,399131,3123470,670470,3024070,2345285,564137,238668,1442634,62455,508853,37960,44570,37422,668239,621946,1279905,2726439,391280,473028,12173,80196,269561,8997,4109,8588,13381,1020742,6779,10555,4786
35557790,40362600,55916581,12368545,19012311,19387250,10852171,23517090,1298774,22656061,1149136,12387444,4050976,11772554,3303493,1005837,23952914,4518469,1032729,25531515,0,363953,4638633,8100370,9730023,2944254,1680867,8880717,1548505,1245942,169416,8613389,172586,2926893,1884184,783701,1052917,15271498,56704,6806275,246431,914301,513043,629687,5741614,24709836,10184865,16269066,1639948,78686,1376885,31072,14466,80175,270853,179611,2170050,42734,137804,114851
26490292,62136640,8574760,3148958,30463003,3453529,10467817,1240512,2161741,7501534,5609875,833606,9106225,858639,39124540,370080,1567503,12326055,8779593,706265,1517091,0,449841,1274179,578933,2287459,10404867,240430,2771168,263882,319638,317965,1272806,138973,291668,156193,93502,140525,168899,126310,214360,1149129,207048,66198,41802,85709,11809,95296,73028,753430,94765,144545,43628,36698,274119,111214,80959,51177,40992,105703
9524377,4760980,51663740,5241718,1830698,6568764,1330006,13135863,1291506,2594783,750498,2772090,1027646,2600219,1074648,9005617,1736366,347207,827036,3847993,3092503,670235,0,4994862,2030939,1475337,396407,6666741,110001,874625,259117,1790742,676972,3040113,651548,419524,347470,739334,208817,607344,162914,123050,86393,2445130,1088510,269635,219928,220704,1012969,33751,114415,160495,14361,6221,13172,35074,129079,23001,17703,15504
3453621,2318996,45898399,6894650,631551,8211722,501424,6817515,376833,7118655,542017,4036805,727091,3313690,184758,2429144,1755452,160484,382579,7747372,4472914,111369,6791090,0,2201426,547776,94301,3469640,128605,1137981,349376,8177931,613050,1872326,926172,505250,389287,886444,41924,287822,36961,42910,27554,774407,562284,353460,383677,163277,438284,11289,102015,200506,36,1874,14151,16266,216726,2705,14949,1417
11810806,7116606,19709847,12604169,2563433,8341160,2143525,4976743,2283689,8636326,1148061,8983044,2016924,3583966,1299215,1799347,2284367,1281791,2585722,4215022,4034913,645383,1936534,1409723,0,2167707,886185,1116545,126750,12842050,667757,420653,1612294,459163,12143826,873982,573518,11858852,548540,512274,262545,220362,392444,200195,204139,215910,1027340,310853,184012,58801,247194,128436,38685,43128,82648,39674,1458941,77933,43144,179410
32838643,52386750,15583512,6381174,12672696,5678397,6342934,5772623,3919263,7752611,4561902,3753272,3735151,5018336,1918252,1040062,2074354,2266165,851169,1022013,4377978,1773036,831644,351602,718788,0,1898065,140293,265409,285690,292803,110779,1667264,663091,1367823,2035812,230074,759980,6223524,197567,2740248,122913,2439665,205302,134231,365013,45170,342558,219871,47010,456901,44894,419200,274690,81518,949896,49556,351743,2082400,64546
19991263,31337084,5899223,2455496,34108572,2481713,17216374,3696739,1443705,3132320,1231230,1283729,13964663,3171510,19293408,184114,1931717,7369848,6098804,727060,1530263,11469979,301776,385235,166462,1919752,0,107696,2543807,281917,118245,202677,957660,166990,176026,121213,119742,95079,274608,170021,198409,564443,221118,139667,26184,58320,23885,27217,47862,346003,97259,325698,25778,19748,188381,93500,36545,26594,49004,258446
3013471,2452217,25328608,4995389,848997,4953137,471009,5059542,361504,2575524,415944,1620059,406552,2328759,1253932,961547,1494488,221496,424013,3693670,3332864,172169,5085484,3341922,1092642,282860,341172,0,6944,682215,154117,3104117,722265,6650037,396992,359069,259890,252533,18462,354068,24162,78302,18464,920183,984763,141983,245891,164319,682130,1727,86428,119611,1792,915,5430,6537,218552,1895,4397,668
9481141,17992317,2840849,2420424,8942546,778102,3571472,368700,925487,1297455,1635779,332576,450281,219939,6201447,138868,122311,2701824,450303,138925,398614,1561784,193259,222203,196064,298017,852362,212483,0,60169,43472,27811,169077,22586,41805,24634,84407,13565,60157,45883,22183,107049,22985,14101,23402,8457,3685,12792,9052,23123,7715,8770,3565,2112,4742,13965,10109,17497,3528,2406
6908881,2813452,17007798,9859377,2419709,3830256,714520,3094605,1461103,4209501,443203,1615284,596494,2489977,572835,1033928,732781,245150,1021188,2713178,2053342,200600,746866,879233,14479886,732859,176244,615751,88442,0,841834,319598,273058,551427,5741380,406183,232392,2499214,179315,698379,83498,167728,50823,88476,122478,110009,493957,76185,183816,32157,120826,65178,78490,6343,21036,22989,217317,20627,119405,21235
